,"	Regional Hospital ",Facility_Name,"	Distance to Reg Hosp ",Maina...Facility.name,Fac.NAME,Admin1,Facility.name,Facility.type,Ownership,LL.source,Lat,Long,FacLong,FacLat,Source,geometry...longitude,geometry.latitude,UnitId,UnitType,UnitTypeName,TypeMainaOverGhana,FacilitySwitch,MainaSwitch,NewFacilityTypes,UnitTypeNaFac,LvlId,Region,CODE,NAME,COMMENT,CODE_1,NAME_1,NEAR_FID,NEAR_DIST,Facility_Name,Longitude,Latitude,geometry,Region,District,Town,facilityID,Xpert,dummy
265,Tamale Regional Hospital,Salaga District Hospital,0.900231,Salaga  District Hospital,SALAGA DISTRICT HOSP,Northern,Salaga  District Hospital,District Hospital,MoH,GPS,8.55733,-0.51437,-0.51437,8.55733,both,c(-0.514370000185631,8.55732999984495),GHH02376,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP006002000000000000,GHP006,2376,SALAGA DISTRICT HOSP,NA,55,East Gonja,-1,-1,Salaga  District Hospital,-0.51437,8.55733,c(-0.514370000185631  8.55732999984495),SAVANNAH,EAST GONJA MUNICIPAL,Salaga North,1975,no,0
267,Sunyani Regional Hospital,Sampa District Hospital,0.556854,Sampa District Hospital,Sampa Hospital,Brong Ahafo,Sampa District Hospital,District Hospital,MoH,GPS,7.95085,-2.695,-2.69505,7.75085,both,c(-2.69505000033765,7.75085000040428),GHH00149,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP002004000000000000,GHP002,149,Sampa Hospital,sampa,67,Jaman North,-1,-1,Sampa District Hospital,-2.69505,7.75085,c(-2.69505000033765  7.75085000040428),BONO,JAMAN NORTH,Sampa,1885,no,0
294,Sunyani Regional Hospital,St. Elizabeth Hospital,0.414138,St. Elizabeth Hospital,St. Elizabeth Hospital,Brong Ahafo,St. Elizabeth Hospital,Hospital,FBO,GPS,6.93279,-2.35805,-2.35805,6.93279,both,c(-2.35805000031369,6.93279000002935),GHH00177,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP002011000000000000,GHP002,177,St. Elizabeth Hospital,hwidiem,30,Asutifi,-1,-1,St. Elizabeth Hospital,-2.35805,6.93279,c(-2.35805000031369  6.93279000002935),AHAFO,ASUTIFI SOUTH,Hwidiem,1704,no,0
295,Sunyani Regional Hospital,St. Johns Of God Hospital,1.01078,St. Johns Of God Hospital,ST. JOHN  OF  GOD  HOSPITAL   ASAFO,Western,St. Johns Of God Hospital,Hospital,FBO,GPS,6.39401,-2.65779,-2.65779,6.39401,both,c(-2.6577899996815,6.39400999988605),GHH01806,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,Hospital,Hospital and Teaching Hospital,GHP010005000000000000,GHP010,1806,ST. JOHN  OF  GOD  HOSPITAL   ASAFO,ASAFO,107,Sefwi-Wiawso,-1,-1,St. Johns Of God Hospital,-2.65779,6.39401,c(-2.6577899996815  6.39400999988605),WESTERN NORTH,SEFWI-WIAWSO,,1079,no,0
296,Sunyani Regional Hospital,St. John of God Hospital,0.275446,St. John of God Hospital,St. John of God Hospital,Brong Ahafo,St. John of God Hospital,Hospital,MoH,GPS,7.17559,-2.0967,-2.0967,7.17559,both,c(-2.09669999958446,7.17558999983893),GHH00039,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP002010000000000000,GHP002,39,St. John of God Hospital,duayaw nkwanta,121,Tano North,-1,-1,St. John of God Hospital,-2.0967,7.17559,c(-2.09669999958446  7.17558999983893),AHAFO,TANO NORTH MUNICIPAL,,1915,no,0
301,Sunyani Regional Hospital,St. Mary's Hospital,0.529512,NA,St. Mary's Hospital,NA,NA,NA,NA,NA,NA,NA,-2.78549,7.58599,fac,c(-2.78548999991237,7.58599000010109),GHH00199,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,District Hospital,Hospital and Teaching Hospital,GHP002015000000000000,GHP002,199,St. Mary's Hospital,drobo,68,Jaman South,-1,-1,St. Mary's Hospital,-2.78549,7.58599,c(-2.78548999991237  7.58599000010109),BONO,JAMAN SOUTH MUNICIPAL,Drobo,1866,no,0
307,Sunyani Regional Hospital,St. Theresa's Hospital,0.650971,NA,St. Theresa's Hospital,NA,NA,NA,NA,NA,NA,NA,-1.70406,7.57152,fac,c(-1.704060000169,7.5715200001013),GHH00072,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,District Hospital,Hospital and Teaching Hospital,GHP002002000000000000,GHP002,72,St. Theresa's Hospital,nkoranza,96,Nkoranza,-1,-1,St. Theresa's Hospital,-1.70406,7.57152,c(-1.704060000169  7.5715200001013),BONO EAST,NKORANZA SOUTH,Nkoranza,1754,no,0
314,Sunyani Regional Hospital,Sunyani Municipal Hospital,0.0157522,Sunyani Municipal Hospital,Sunyani N.T.C,Brong Ahafo,Sunyani Municipal Hospital,Municipal Hospital,MoH,GPS,7.33817,-2.32858,-2.32858,7.33817,both,c(-2.32858000025689,7.33817000028123),GHH00010,8,Training Institute,Municipal Hospital,Teaching Hospital,Hospital,Hospital,Training Institute,GHP002013000000000000,GHP002,10,Sunyani N.T.C,sunyani,117,Sunyani,-1,-1,Sunyani Municipal Hospital,-2.32858,7.33817,c(-2.32858000025689  7.33817000028123),BONO,SUNYANI MUNICIPAL,Sunyani Central,1800,no,0
315,Sunyani Regional Hospital,Sunyani SDA Hospital,0.0352882,Sunyani SDA Hospital,NA,Brong Ahafo,Sunyani SDA Hospital,Hospital,FBO,Combination,7.333948,-2.347842,NA,NA,maina,c(NA,NA),NA,NA,Hospital and Teaching Hospital,Hospital and Teaching Hospital,NA,Hospital,District Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sunyani SDA Hospital,-2.347842,7.333948,c(-2.347842 7.333948),BONO,SUNYANI MUNICIPAL,,2519,no,0
21,Upper West Regional Hospital,Ahmadiya Mission Hospital,0.122382,Ahmadiya Mission Hospital,AHMADIYYA MUSLIM HOSP. KALEO,Upper West,Ahmadiya Mission Hospital,Hospital,FBO,GPS,10.1697,-2.54172,-2.54172,10.1697,both,c(-2.54171999964896,10.1697000000751),GHH01346,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,Hospital,Hospital and Teaching Hospital,GHP008004000000000000,GHP008,1346,AHMADIYYA MUSLIM HOSP. KALEO,KALEO,92,Nadowli,-1,-1,Ahmadiya Mission Hospital,-2.54172,10.1697,c(-2.54171999964896  10.1697000000751),UPPER WEST,NADOWLI-KALEO,,2112,no,0
38,Upper West Regional Hospital,ARCHBISHOP DERY MEM HOSP.,0.00878508,NA,ARCHBISHOP DERY MEM HOSP.,NA,NA,NA,NA,NA,NA,NA,-2.49245,10.04861,fac,c(-2.49244999975122,10.0486099999338),GHH01380,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP008001000000000000,GHP008,1380,ARCHBISHOP DERY MEM HOSP.,WA,128,Wa,-1,-1,ARCHBISHOP DERY MEM HOSP.,-2.49245,10.04861,c(-2.49244999975122  10.0486099999338),UPPER WEST,WA MUNICIPAL,,2158,no,0
66,Upper West Regional Hospital,Bole District Hospital,1.02777,Bole District Hospital,BOLE HOSP,Northern,Bole District Hospital,District Hospital,MoH,GPS,9.0276,-2.49736,-2.49736,9.0276,both,c(-2.49735999975305,9.0276000002628),GHH02349,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP006004000000000000,GHP006,2349,BOLE HOSP,NA,43,Bole,-1,-1,Bole District Hospital,-2.49736,9.0276,c(-2.49735999975305  9.0276000002628),SAVANNAH,BOLE,Bole,2037,no,0
81,Tamale Regional Hospital,Damongo District Hospital,1.02387,Damongo District Hospital,DAMONGO DIST. HOSP.,Northern,Damongo District Hospital,District Hospital,FBO,GPS,9.06302,-1.79872,-1.79872,9.06302,both,c(-1.79872000018258,9.06301999977051),GHH01659,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,Regional Hospital,Hospital and Teaching Hospital,GHP006010000000000000,GHP006,1659,DAMONGO DIST. HOSP.,NA,134,West Gonja,-1,-1,Damongo District Hospital,-1.79872,9.06302,c(-1.79872000018258  9.06301999977051),SAVANNAH,WEST GONJA,Canteen,2029,no,0
178,Upper West Regional Hospital,Lawra District Hospital,0.706103,Lawra District Hospital,LAWRA HOSPITAL,Upper West,Lawra District Hospital,District Hospital,MoH,Combination,10.64207,-2.88789,-2.88902,10.64336,both,c(-2.88902000007562,10.6433599998111),GHH01314,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP008002000000000000,GHP008,1314,LAWRA HOSPITAL,LAWRA,88,Lawra,-1,-1,Lawra District Hospital,-2.88902,10.64336,c(-2.88902000007562  10.6433599998111),UPPER WEST,LAWRA,Lawra,2091,no,0
208,Upper West Regional Hospital,Nadowli District Hospital,0.346104,Nadowli District Hospital,NADOWLI  HOSP.,Upper West,Nadowli District Hospital,District Hospital,MoH,GPS,10.36238,-2.65785,-2.65785,10.36238,both,c(-2.65784999995597,10.3623799997501),GHH01336,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP008004000000000000,GHP008,1336,NADOWLI  HOSP.,NADOWLI,92,Nadowli,-1,-1,Nadowli District Hospital,-2.65785,10.36238,c(-2.65784999995597  10.3623799997501),UPPER WEST,NADOWLI-KALEO,Nadowli,2111,no,0
210,Upper West Regional Hospital,Nandom Hospital,0.829934,Nandom Hospital,NANDOM HOSPITAL,Upper West,Nandom Hospital,Hospital,FBO,GPS,10.83872,-2.7722,-2.7722,10.83872,both,c(-2.7722000002056,10.838720000021),GHH01309,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,Hospital,Hospital and Teaching Hospital,GHP008002000000000000,GHP008,1309,NANDOM HOSPITAL,NANDOM,88,Lawra,-1,-1,Nandom Hospital,-2.7722,10.83872,c(-2.7722000002056  10.838720000021),UPPER WEST,NANDOM,Nandom,2090,no,0
297,Upper West Regional Hospital,St. Joseph's District Hospital,0.518552,St. Joseph's District Hospital,NA,Upper West,St. Joseph's District Hospital,District Hospital,FBO,GPS,10.53334,-2.69916,NA,NA,maina,c(NA,NA),NA,NA,Hospital and Teaching Hospital,District Hospital,NA,Hospital,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St. Joseph's District Hospital,-2.69916,10.53334,c(-2.69916 10.53334),UPPER WEST,JIRAPA,Jirapa,2089,no,0
331,Upper West Regional Hospital,Tumu District Hospital,0.968366,Tumu District Hospital,TUMU HOSPITAL,Upper West,Tumu District Hospital,District Hospital,MoH,GPS,10.87758,-1.98649,-1.98649,10.87758,both,c(-1.98649000030607,10.8775800002578),GHH01356,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP008008000000000000,GHP008,1356,TUMU HOSPITAL,TUMU,112,Sissala East,-1,-1,Tumu District Hospital,-1.98649,10.87758,c(-1.98649000030607  10.8775800002578),UPPER WEST,SISSALA EAST,Tumu,2138,no,0
4,Volta Regional Hospital,7 MRS (MILITARY HOSPITAL),0.0156107,NA,7 MRS (MILITARY HOSPITAL),NA,NA,NA,NA,NA,NA,NA,0.48768,6.61737,fac,c(0.487680000268909,6.61736999971635),GHH01408,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP009006000000000000,GHP009,1408,7 MRS (MILITARY HOSPITAL),HO,65,Ho Municipal,-1,-1,7 MRS (MILITARY HOSPITAL),0.48768,6.61737,c(0.487680000268909  6.61736999971635),VOLTA,HO MUNICIPAL,,885,no,0
11,Volta Regional Hospital,Adidome District Hospital,0.528863,Adidome District Hospital,ADIDOME HOSPITAL,Volta,Adidome District Hospital,District Hospital,MoH,GPS,6.07347,0.49812,0.49812,6.07347,both,c(0.498120000413717,6.07347000035154),GHH01732,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009001000000000000,GHP009,1732,ADIDOME HOSPITAL,ADIDOME,99,North Tongu,-1,-1,Adidome District Hospital,0.49812,6.07347,c(0.498120000413717  6.07347000035154),VOLTA,CENTRAL TONGU,Adidome,807,no,0
26,Volta Regional Hospital,Akatsi District Hospital,0.565876,Akatsi District Hospital,AKATSI HEALTH CENTRE,Volta,Akatsi District Hospital,District Hospital,MoH,GPS,6.13877,0.80901,0.80901,6.13877,both,c(0.809009999580789,6.13877000016414),GHH01402,2,Health Centre,District Hospital,Health Centre,Hospital,District Hospital,Health Centre,GHP009008000000000000,GHP009,1402,AKATSI HEALTH CENTRE,AKATSI,13,Akatsi,658,1.33E-02,Akatsi District Hospital,0.80901,6.13877,c(0.809009999580789  6.13877000016414),VOLTA,AKATSI SOUTH,Akatsi,661,no,0
34,Volta Regional Hospital,Anfoega Catholic Hospital,0.347472,Anfoega Catholic Hospital,ANFOEGA CATHOLIC HOSPITAL,Volta,Anfoega Catholic Hospital,Hospital,FBO,GPS,6.88049,0.27621,0.27621,6.88049,both,c(0.276210000431107,6.88049000015817),GHH01551,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009004000000000000,GHP009,1551,ANFOEGA CATHOLIC HOSPITAL,ANFOEGA,98,Kpando,-1,-1,Anfoega Catholic Hospital,0.27621,6.88049,c(0.276210000431107  6.88049000015817),VOLTA,NORTH DAYI,Anfoega,840,no,0
52,Volta Regional Hospital,Battor Mission. Hospital,0.540074,Battor Mission. Hospital,BATTOR MISSION. HOSPITAL,Volta,Battor Mission. Hospital,Hospital,FBO,Combination,6.0584,0.4037,0.40122,6.06849,both,c(0.401220000035243,6.06848999957342),GHH01733,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009001000000000000,GHP009,1733,BATTOR MISSION. HOSPITAL,BATTOR,99,North Tongu,-1,-1,Battor Mission. Hospital,0.40122,6.06849,c(0.401220000035243  6.06848999957342),VOLTA,NORTH TONGU,Battor,808,no,0
73,Volta Regional Hospital,CENTRAL AFLAO HOSPITAL,0.840336,NA,CENTRAL AFLAO HOSPITAL,NA,NA,NA,NA,NA,NA,NA,1.1691,6.11523,fac,c(1.16910000012204,6.11522999958129),GHH01477,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP009012000000000000,GHP009,1477,CENTRAL AFLAO HOSPITAL,AVOEME  AFLAO,77,Ketu,-1,-1,CENTRAL AFLAO HOSPITAL,1.1691,6.11523,c(1.16910000012204  6.11522999958129),VOLTA,KETU SOUTH,,708,no,0
77,Volta Regional Hospital,Comboni Polyclinic,0.60844,Comboni Polyclinic,Comboni Polyclinic,Volta,Comboni Polyclinic,Polyclinic,FBO,GPS,6.00217,0.58532,0.58532,6.00217,both,c(0.585320000439102,6.00216999981302),GHH01734,3,Clinic,Clinic,Clinic,Hospital,Hospital,Clinic,GHP009002000000000000,GHP009,1734,Comboni Polyclinic,NA,115,South Tongu,-1,-1,Comboni Polyclinic,0.58532,6.00217,c(0.585320000439102  6.00216999981302),VOLTA,SOUTH TONGU,,829,no,0
93,Volta Regional Hospital,Donkorkrom Presby District Hospital,0.717499,Donkorkrom Presby District Hospital,DONKORKROM PRESBY HOSPITAL,Eastern,Donkorkrom Presby District Hospital,District Hospital,FBO,GPS,7.04888,-7.72E-02,-0.07725,7.04888,both,c(-0.0772500003253697,7.04888000000964),GHH02173,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP004008000000000000,GHP004,2173,DONKORKROM PRESBY HOSPITAL,DONKORKROM,7,Afram Plains,-1,-1,Donkorkrom Presby District Hospital,-0.07725,7.04888,c(-0.0772500003253697  7.04888000000964),EASTERN,KWAHU AFRAM PLAINS NORTH,Donkorkrom North,1314,no,0
136,Volta Regional Hospital,Ho Municipal Hospital,0.017655,Ho Municipal Hospital,HO MUNICIPAL HOSPITAL,Volta,Ho Municipal Hospital,Municipal Hospital,MoH,GPS,6.60926,0.46805,0.46805,6.60926,both,c(0.468050000307282,6.60925999992434),GHH01407,1,Hospital and Teaching Hospital,Municipal Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009006000000000000,GHP009,1407,HO MUNICIPAL HOSPITAL,HO,65,Ho Municipal,-1,-1,Ho Municipal Hospital,0.46805,6.60926,c(0.468050000307282  6.60925999992434),VOLTA,HO MUNICIPAL,Ho,884,no,0
138,Volta Regional Hospital,HOGGAR CLINIC,0.56575,NA,HOGGAR CLINIC,NA,NA,NA,NA,NA,NA,NA,0.79553,6.12976,fac,c(0.795529999903225,6.129759999992),GHH01502,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP009008000000000000,GHP009,1502,HOGGAR CLINIC,AKATSI,13,Akatsi,-1,-1,HOGGAR CLINIC,0.79553,6.12976,c(0.795529999903225  6.129759999992),VOLTA,AKATSI SOUTH,,645,no,0
139,Volta Regional Hospital,Hohoe Government District Hospital,0.556466,Hohoe Government District Hospital,HOHOE GOVERNMENT HOSPITAL,Volta,Hohoe Government District Hospital,District Hospital,MoH,GPS,7.15849,0.47239,0.47239,7.15849,both,c(0.472390000396738,7.15849000034819),GHH01433,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009007000000000000,GHP009,1433,HOHOE GOVERNMENT HOSPITAL,HOHOE,66,Hohoe,-1,-1,Hohoe Government District Hospital,0.47239,7.15849,c(0.472390000396738  7.15849000034819),VOLTA,HOHOE MUNICIPAL,,734,no,0
143,Volta Regional Hospital,Jasikan District Hospital,0.799441,Jasikan District Hospital,JASIKAN HOSPITAL,Volta,Jasikan District Hospital,District Hospital,MoH,Combination,7.4014,0.46464,0.46459,7.40135,both,c(0.464589999751659,7.4013499999022),GHH01515,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009010000000000000,GHP009,1515,JASIKAN HOSPITAL,JASIKAN,69,Jasikan,-1,-1,Jasikan District Hospital,0.46459,7.40135,c(0.464589999751659  7.4013499999022),OTI,JASIKAN,Jasikan,684,no,0
156,Volta Regional Hospital,Keta Government Municipal Hospital,0.870446,Keta Government Municipal Hospital,KETA GOVERNMENT HOSPITAL,Volta,Keta Government Municipal Hospital,Municipal Hospital,MoH,GPS,5.88784,0.98164,0.98164,5.88784,both,c(0.981639999619941,5.88783999965271),GHH01454,1,Hospital and Teaching Hospital,Municipal Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009011000000000000,GHP009,1454,KETA GOVERNMENT HOSPITAL,KETA,76,Keta,-1,-1,Keta Government Municipal Hospital,0.98164,5.88784,c(0.981639999619941  5.88783999965271),VOLTA,KETA MUNICIPAL,Keta,667,no,0
164,Volta Regional Hospital,Krachi District Hospital,1.30979,Krachi District Hospital,Krachi District Hospital,Volta,Krachi District Hospital,District Hospital,MoH,GPS,7.79476,-5.73E-02,-0.05729,7.79476,both,c(-0.0572899997525416,7.79476000026768),GHH01749,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009003000000000000,GHP009,1749,Krachi District Hospital,NA,82,Krachi West,-1,-1,Krachi District Hospital,-0.05729,7.79476,c(-0.0572899997525416  7.79476000026768),OTI,KRACHI WEST,Denteh,859,no,0
189,Volta Regional Hospital,Kpando Margret Marquat District Hospital,0.437052,Kpando Margret Marquat District Hospital,MARGRET MARQUAT HOSPITAL,Volta,Kpando Margret Marquat District Hospital,District Hospital,FBO,GPS,6.99992,0.30312,0.30312,6.99992,both,c(0.303119999557523,6.99992000044081),GHH01552,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009004000000000000,GHP009,1552,MARGRET MARQUAT HOSPITAL,KPANDO,98,Kpando,-1,-1,Kpando Margret Marquat District Hospital,0.30312,6.99992,c(0.303119999557523  6.99992000044081),VOLTA,KPANDO MUNICIPAL,Kpando,841,no,0
190,Volta Regional Hospital,Dodi Papase Mary Theresa Hospital,1.14042,Dodi Papase Mary Theresa Hospital,MARY THERESA HOSP. DODI PAPASE,Volta,Dodi Papase Mary Theresa Hospital,Hospital,FBO,GPS,7.74227,0.51028,0.51028,7.74227,both,c(0.510280000341433,7.74227000000318),GHH01534,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009005000000000000,GHP009,1534,MARY THERESA HOSP. DODI PAPASE,DODI PAPASE,73,Kadjebi,-1,-1,Dodi Papase Mary Theresa Hospital,0.51028,7.74227,c(0.510280000341433  7.74227000000318),OTI,KADJEBI,,769,no,0
203,Volta Regional Hospital,MIRACLE LIFE CLINIC,0.0193184,NA,MIRACLE LIFE CLINIC,NA,NA,NA,NA,NA,NA,NA,0.46523,6.59855,fac,c(0.465229999984254,6.59855000016684),GHH01579,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP009006000000000000,GHP009,1579,MIRACLE LIFE CLINIC,HO,65,Ho Municipal,-1,-1,MIRACLE LIFE CLINIC,0.46523,6.59855,c(0.465229999984254  6.59855000016684),VOLTA,HO MUNICIPAL,,882,no,0
217,Volta Regional Hospital,NEW HOPE HOSPITAL,0.83615,NA,NEW HOPE HOSPITAL,NA,NA,NA,NA,NA,NA,NA,1.15964,6.10926,fac,c(1.15963999996845,6.10925999995769),GHH01478,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP009012000000000000,GHP009,1478,NEW HOPE HOSPITAL,VIEFE  AFLAO,77,Ketu,-1,-1,NEW HOPE HOSPITAL,1.15964,6.10926,c(1.15963999996845  6.10925999995769),VOLTA,KETU SOUTH,,709,no,0
220,Tamale Regional Hospital,NKANCHINA  LEPROSY HOSP.,1.31333,NA,NKANCHINA  LEPROSY HOSP.,NA,NA,NA,NA,NA,NA,NA,0.07582,8.4505,fac,c(0.0758200000723445,8.45049999998417),GHH02373,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP006002000000000000,GHP006,2373,NKANCHINA  LEPROSY HOSP.,NA,55,East Gonja,-1,-1,NKANCHINA  LEPROSY HOSP.,0.07582,8.4505,c(0.0758200000723445  8.45049999998417),NORTHERN,KPANDAI,,1976,no,0
224,Volta Regional Hospital,Nkwanta District Hospital,1.65559,Nkwanta District Hospital,NKWANTA DSITRICT HOSPITAL,Volta,Nkwanta District Hospital,District Hospital,MoH,GPS,8.25756,0.50838,0.50838,8.25756,both,c(0.508379999735126,8.25755999988833),GHH01716,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,Hospital,Hospital and Teaching Hospital,GHP009009000000000000,GHP009,1716,NKWANTA DSITRICT HOSPITAL,NKWANTA,97,Nkwanta,-1,-1,Nkwanta District Hospital,0.50838,8.25756,c(0.508379999735126  8.25755999988833),BONO EAST,NKORANZA SOUTH,,782,no,0
238,Tamale Regional Hospital,Oti River Hospital,1.21349,Oti River Hospital,NA,Northern,Oti River Hospital,Hospital,MoH,GPS,8.4505,-7.58E-02,NA,NA,maina,c(NA,NA),NA,NA,Hospital and Teaching Hospital,Hospital and Teaching Hospital,NA,Hospital,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oti River Hospital,-0.07582,8.4505,c(-0.07582 8.4505),NORTHERN,KPANDAI,,2771,no,0
244,Volta Regional Hospital,Peki Government District Hospital,0.267187,Peki Government District Hospital,PEKI GOVERNMENT HOSPITAL,Volta,Peki Government District Hospital,District Hospital,MoH,GPS,6.5337,0.22594,0.22594,6.5337,both,c(0.225939999552342,6.53370000004625),GHH01566,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009014000000000000,GHP009,1566,PEKI GOVERNMENT HOSPITAL,PEKI,114,South Dayi,-1,-1,Peki Government District Hospital,0.22594,6.5337,c(0.225939999552342  6.53370000004625),VOLTA,SOUTH DAYI,Peki,832,no,0
263,Volta Regional Hospital,Sacred Heart Hospital,0.668388,Sacred Heart Hospital,SACRED HEART HOSPITAL,Volta,Sacred Heart Hospital,Hospital,FBO,GPS,6.05465,0.867667,0.86767,6.0547,both,c(0.86767000021022,6.05469999990817),GHH01441,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,Hospital,Hospital and Teaching Hospital,GHP009011000000000000,GHP009,1441,SACRED HEART HOSPITAL,ABOR,13,Akatsi,-1,-1,Sacred Heart Hospital,0.86767,6.0547,c(0.86767000021022  6.05469999990817),VOLTA,KETA MUNICIPAL,,647,no,0
270,Volta Regional Hospital,SAPE-AGBO MEMORIAL  HOSPITAL,0.83012,NA,SAPE-AGBO MEMORIAL  HOSPITAL,NA,NA,NA,NA,NA,NA,NA,1.143,6.09708,fac,c(1.1430000002092,6.09707999995794),GHH01479,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,NA,Hospital,Hospital and Teaching Hospital,GHP009012000000000000,GHP009,1479,SAPE-AGBO MEMORIAL  HOSPITAL,HEDZRANAWO,77,Ketu,-1,-1,SAPE-AGBO MEMORIAL  HOSPITAL,1.143,6.09708,c(1.1430000002092  6.09707999995794),VOLTA,KETU SOUTH,,710,no,0
282,Volta Regional Hospital,Sogakope District Hospital,0.608765,Sogakope District Hospital,Sogakope District Hospital,Volta,Sogakope District Hospital,District Hospital,MoH,GPS,6.00774,0.61563,0.61563,6.00774,both,c(0.615629999846709,6.00774000035178),GHH01748,1,Hospital and Teaching Hospital,District Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009002000000000000,GHP009,1748,Sogakope District Hospital,NA,115,South Tongu,-1,-1,Sogakope District Hospital,0.61563,6.00774,c(0.615629999846709  6.00774000035178),VOLTA,SOUTH TONGU,Sogakope,819,no,0
285,Volta Regional Hospital,St Anthony's Hospital,0.620699,St Anthony's Hospital,ST ANTHONY'S HOSPITAL,Volta,St Anthony's Hospital,Hospital,FBO,GPS,6.24112,0.98911,0.98911,6.24112,both,c(0.989109999653852,6.24112000020402),GHH01469,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,District Hospital,Hospital and Teaching Hospital,GHP009012000000000000,GHP009,1469,ST ANTHONY'S HOSPITAL,DZODZE,77,Ketu,-1,-1,St Anthony's Hospital,0.98911,6.24112,c(0.989109999653852  6.24112000020402),VOLTA,KETU NORTH,Dzodze,707,no,0
298,Volta Regional Hospital,St. Joseph's Hospital,1.64619,St. Joseph's Hospital,ST. JOSEPH'S HOSPITAL,Volta,St. Joseph's Hospital,Hospital,FBO,GPS,8.24792,0.52134,0.52134,8.24792,both,c(0.521339999729028,8.24792000025658),GHH01717,1,Hospital and Teaching Hospital,Hospital and Teaching Hospital,Hospital,Hospital,Hospital,Hospital and Teaching Hospital,GHP009009000000000000,GHP009,1717,ST. JOSEPH'S HOSPITAL,NKWANTA,97,Nkwanta,-1,-1,St. Joseph's Hospital,0.52134,8.24792,c(0.521339999729028  8.24792000025658),BONO EAST,NKORANZA SOUTH,,783,no,0
